user_id,movie_id,rating,timestamp
640,85,5,874778065
640,70,4,874778065
640,4,4,874778065
640,941,5,874778095
640,580,5,874778096
640,209,5,874778154
640,189,5,874778181
640,693,5,874778207
640,96,5,874778240
640,201,4,874778240
640,663,5,874778240
640,214,5,874778274
640,357,5,874778274
640,53,4,874778274
640,239,5,874778274
640,1073,5,874778299
640,428,5,874778299
640,42,5,874778345
640,66,4,874778345
640,202,5,874778366
640,231,5,874778424
640,68,4,874778479
640,540,3,874778479
640,22,4,874778479
640,233,4,874778479
640,161,4,874778479
640,195,4,874778515
640,79,5,874778515
640,92,4,874778515
640,684,4,874778568
640,2,4,874778568
640,566,4,874778569
640,226,5,874778569
640,568,4,874778569
640,385,5,874778569
640,720,3,874778612
640,38,4,874778612
640,578,3,874778612
640,62,3,874778612
640,761,5,874778613
640,33,3,874778696
640,550,4,874778722
640,802,3,874778756
640,373,3,874778756
640,391,3,874778756
119,252,3,874780832
119,825,3,874780860
594,292,3,874780864
594,319,3,874780864
594,245,3,874780909
594,988,2,874780945
119,977,3,874780969
119,1259,3,874780996
594,100,4,874781004
594,19,3,874781004
119,254,2,874781037
119,1244,3,874781037
594,515,5,874781050
119,595,3,874781067
119,986,3,874781068
594,127,4,874781076
594,181,3,874781076
594,126,3,874781173
594,14,4,874781173
119,11,5,874781198
119,1261,4,874781198
119,492,5,874781198
119,1153,5,874781198
119,56,4,874781198
594,221,4,874781207
119,96,5,874781257
119,213,5,874781257
119,194,5,874781257
119,182,4,874781303
119,174,4,874781303
119,168,5,874781351
119,89,4,874781352
119,82,2,874781352
119,511,5,874781407
119,210,5,874781407
119,64,4,874781460
119,486,4,874781547
119,1260,5,874781547
119,655,5,874781628
119,22,4,874781698
119,188,4,874781742
119,382,5,874781742
119,31,5,874781779
119,1101,5,874781779
119,87,5,874781829
119,70,3,874781829
119,193,4,874781872
119,12,3,874781915
119,568,4,874781915
119,124,4,874781994
119,385,5,874781994
119,199,5,874781994
119,154,5,874782022
119,28,5,874782022
119,86,4,874782068
119,697,5,874782068
119,23,3,874782100
119,658,5,874782127
119,449,5,874782190
119,716,5,874782190
119,172,4,874782191
119,132,5,874782228
594,50,3,874783018
594,15,4,874783052
594,222,4,874783052
594,744,3,874783298
594,276,3,874783470
594,237,3,874784095
23,323,2,874784266
23,713,4,874784337
23,181,4,874784337
23,250,4,874784338
23,7,4,874784385
23,14,4,874784440
23,50,4,874784440
23,919,5,874784440
23,124,5,874784440
23,19,4,874784466
23,116,5,874784466
23,109,3,874784466
23,13,4,874784497
23,408,5,874784538
23,100,5,874784557
23,283,4,874784575
23,1,5,874784615
23,405,4,874784638
23,224,5,874784638
23,546,3,874784668
23,151,3,874784668
23,235,1,874784712
23,472,2,874784972
23,597,3,874785024
23,202,3,874785165
23,961,5,874785165
23,518,5,874785194
23,56,4,874785233
23,357,3,874785233
23,433,5,874785233
23,170,4,874785348
23,522,4,874785447
23,603,4,874785448
23,8,4,874785474
23,275,5,874785474
23,59,4,874785526
23,414,3,874785526
23,705,4,874785526
23,175,5,874785526
23,238,5,874785526
23,96,4,874785551
23,154,3,874785552
23,89,5,874785582
23,228,4,874785582
23,55,4,874785624
23,504,4,874785624
23,234,2,874785624
23,174,4,874785652
23,213,3,874785675
23,214,3,874785701
23,479,5,874785728
23,183,3,874785728
23,132,4,874785756
23,185,4,874785756
23,171,5,874785809
23,32,3,874785809
23,230,4,874785809
23,1006,3,874785809
23,642,3,874785843
23,176,3,874785843
23,463,4,874785843
23,512,5,874785843
23,209,5,874785843
23,710,4,874785889
23,172,4,874785889
23,652,4,874785926
23,83,4,874785926
23,144,3,874785926
23,527,4,874785926
23,102,3,874785957
23,367,4,874785957
23,79,4,874785957
23,189,5,874785985
23,98,5,874786016
23,194,4,874786016
23,418,4,874786037
23,143,3,874786066
23,629,4,874786098
23,134,4,874786098
23,99,4,874786098
23,387,3,874786098
23,204,3,874786122
23,133,4,874786220
23,95,4,874786220
23,145,3,874786244
276,258,5,874786337
276,300,4,874786338
276,328,4,874786366
276,294,4,874786366
276,288,4,874786392
276,323,3,874786392
276,322,3,874786392
276,358,3,874786419
276,324,4,874786419
276,678,3,874786419
276,325,3,874786419
23,153,4,874786438
276,260,3,874786439
913,4,4,874786460
23,385,4,874786462
276,919,4,874786467
276,508,5,874786467
276,298,5,874786467
276,408,5,874786467
23,423,3,874786488
276,181,5,874786488
23,211,4,874786512
23,70,2,874786513
276,7,5,874786517
276,273,4,874786517
276,628,4,874786538
276,127,5,874786568
276,151,5,874786568
276,117,4,874786568
276,546,3,874786568
276,1,5,874786568
276,276,4,874786605
276,284,4,874786605
276,547,4,874786605
276,100,5,874786605
276,591,3,874786632
276,249,4,874786632
276,696,2,874786632
276,123,4,874786657
276,257,4,874786657
276,471,4,874786657
594,357,4,874786664
594,520,4,874786664
276,147,4,874786686
276,246,4,874786686
276,109,4,874786686
276,293,4,874786686
276,410,4,874786686
276,25,4,874786686
594,483,3,874786695
276,240,4,874786713
276,1016,3,874786713
276,455,4,874786713
276,235,4,874786734
23,203,4,874786746
276,475,5,874786756
276,237,5,874786756
276,742,4,874786756
23,511,5,874786770
23,421,5,874786770
276,1010,3,874786784
276,685,4,874786784
276,250,4,874786784
23,28,3,874786793
276,845,4,874786807
276,411,4,874786807
276,823,3,874786807
276,406,2,874786831
276,473,4,874786831
276,225,3,874786854
276,458,4,874786854
276,290,4,874786854
276,125,4,874786876
276,1129,4,874786876
23,62,3,874786880
276,840,3,874786897
276,121,4,874786897
23,747,3,874786903
276,148,3,874786924
276,108,3,874786924
276,3,3,874786924
276,150,4,874786924
23,196,2,874786926
276,974,2,874786945
23,162,3,874786950
276,118,3,874786964
23,528,4,874786974
23,195,4,874786993
276,252,3,874787006
276,825,3,874787006
23,73,3,874787016
23,161,2,874787017
276,405,3,874787044
276,1028,3,874787044
23,155,3,874787059
276,993,3,874787065
276,281,3,874787065
23,449,2,874787083
276,977,2,874787090
276,1245,3,874787091
276,472,3,874787109
23,215,2,874787116
23,526,3,874787116
23,217,2,874787144
276,597,3,874787150
276,1013,3,874787150
276,122,3,874787150
23,229,3,874787162
276,120,2,874787172
276,930,2,874787172
276,21,3,874787195
276,595,2,874787195
23,216,4,874787204
23,419,3,874787204
276,763,3,874787214
276,456,2,874787237
23,451,2,874787256
23,856,4,874787288
276,1079,2,874787300
23,516,4,874787330
23,655,3,874787330
23,381,4,874787350
276,1006,3,874787353
276,192,5,874787353
276,214,5,874787353
276,180,5,874787353
23,90,2,874787370
276,175,5,874787376
532,761,4,874787387
276,582,3,874787407
276,47,4,874787407
276,12,5,874787407
276,27,3,874787407
23,88,3,874787410
276,469,4,874787441
276,64,5,874787441
276,160,4,874787441
276,28,4,874787441
276,135,5,874787441
23,82,3,874787449
276,23,5,874787467
276,806,4,874787467
276,65,4,874787467
276,318,5,874787496
276,22,5,874787496
276,523,4,874787496
276,11,5,874787497
276,357,5,874787526
276,461,4,874787526
276,558,4,874787526
276,57,3,874787526
276,387,3,874787526
276,197,5,874787549
276,97,3,874787549
276,182,5,874787549
23,173,5,874787587
23,1005,3,874787647
23,227,3,874787738
23,380,5,874787774
23,404,4,874787860
23,739,2,874787861
23,662,3,874788045
23,219,1,874788187
23,549,3,874788290
23,1004,3,874788318
23,780,1,874788388
23,679,3,874788443
532,227,4,874788566
532,143,4,874788755
851,748,3,874788804
532,1221,5,874788957
23,386,4,874789001
851,1047,3,874789005
851,1009,2,874789084
851,924,4,874789109
532,1199,3,874789155
23,427,5,874789279
23,530,4,874789279
23,71,3,874789299
532,38,3,874789332
532,451,4,874789474
532,795,2,874789538
532,1228,3,874789704
532,105,3,874789704
532,1207,2,874790439
532,831,2,874790629
532,1046,4,874790629
276,157,5,874790773
276,223,5,874790773
276,1141,3,874790773
276,531,4,874790801
532,554,4,874790813
276,772,4,874790826
276,70,4,874790826
276,939,3,874790855
276,470,3,874790855
276,1194,3,874790875
276,693,4,874790903
276,732,4,874790903
276,647,4,874790903
276,423,5,874790926
532,1337,3,874790930
276,193,4,874790952
276,429,5,874790972
276,39,3,874790995
276,69,4,874790996
276,392,3,874790996
532,1188,4,874790998
276,54,3,874791025
276,51,3,874791025
276,1220,4,874791048
276,425,4,874791101
276,86,3,874791101
276,81,4,874791101
276,356,3,874791101
276,1267,4,874791102
276,179,5,874791102
276,187,5,874791102
276,526,4,874791123
276,46,3,874791145
276,215,4,874791145
276,58,4,874791169
276,569,4,874791169
276,291,3,874791169
532,771,3,874791172
276,658,4,874791194
276,715,3,874791194
276,239,4,874791194
276,549,3,874791194
276,735,4,874791214
276,382,4,874791236
276,317,4,874791257
276,655,4,874791297
276,697,2,874791316
276,365,3,874791339
276,375,1,874791339
276,380,3,874791383
276,43,1,874791383
276,1482,4,874791383
276,402,3,874791407
276,1213,1,874791407
532,1428,4,874791420
276,583,3,874791444
276,720,2,874791464
276,803,2,874791487
276,1232,3,874791488
532,1426,3,874791506
276,76,4,874791506
276,1135,4,874791527
276,8,4,874791623
276,4,4,874791623
276,168,5,874791623
276,789,3,874791623
276,56,5,874791623
276,42,4,874791623
276,153,4,874791667
276,204,5,874791667
276,209,4,874791667
276,367,3,874791667
532,721,4,874791671
276,786,3,874791694
276,959,4,874791695
276,154,4,874791747
532,929,3,874791786
532,734,3,874791786
276,564,3,874791805
276,73,3,874791805
276,854,4,874791806
276,746,4,874791806
276,1118,4,874791830
532,592,3,874791850
276,428,4,874791870
276,40,3,874791871
276,721,3,874791871
276,85,3,874791871
276,202,4,874791871
276,17,4,874791894
276,1140,2,874791894
276,796,1,874791932
276,158,3,874791932
276,433,4,874791960
276,274,3,874791960
276,692,4,874791960
276,88,3,874791960
276,72,4,874791960
532,364,3,874791976
532,545,2,874791976
276,173,5,874791993
276,66,3,874791993
276,67,3,874791993
276,33,4,874792018
276,709,4,874792018
276,186,5,874792018
532,411,3,874792031
276,1218,4,874792040
276,232,3,874792094
276,393,4,874792094
276,388,2,874792094
276,401,3,874792094
276,210,4,874792094
276,396,4,874792118
276,571,2,874792118
532,369,3,874792142
276,780,3,874792143
276,783,1,874792143
276,63,3,874792168
276,384,3,874792189
821,294,4,874792194
276,451,3,874792216
532,139,5,874792232
276,80,3,874792237
276,41,3,874792277
276,728,2,874792277
821,100,2,874792285
821,1084,5,874792285
276,409,3,874792310
276,407,2,874792310
276,575,2,874792310
276,55,4,874792366
276,24,4,874792366
276,174,5,874792366
276,89,5,874792366
821,275,5,874792369
821,14,4,874792369
276,176,5,874792401
276,144,5,874792401
276,82,4,874792402
276,241,4,874792402
276,183,5,874792402
821,476,4,874792403
276,172,5,874792435
276,96,5,874792435
276,233,3,874792436
276,128,4,874792436
276,79,4,874792436
276,2,4,874792436
276,684,4,874792436
821,117,3,874792442
276,265,4,874792483
276,229,3,874792483
276,636,4,874792483
276,68,4,874792483
276,161,3,874792483
276,195,5,874792483
821,763,3,874792491
821,237,5,874792491
276,540,1,874792519
276,665,3,874792520
276,541,3,874792520
276,679,3,874792520
276,226,4,874792520
276,449,2,874792520
821,284,3,874792521
821,181,4,874792521
276,184,4,874792547
276,385,4,874792547
276,188,4,874792547
276,576,3,874792547
276,686,3,874792547
821,993,4,874792570
821,126,5,874792570
276,550,4,874792574
276,62,2,874792574
276,38,3,874792574
821,845,5,874792591
276,397,1,874792601
276,566,4,874792601
276,399,2,874792634
276,802,3,874792634
276,1416,3,874792634
276,450,1,874792634
276,831,3,874792634
276,743,1,874792634
821,148,3,874792650
276,164,4,874792663
276,185,4,874792663
276,218,4,874792663
276,559,4,874792663
276,200,5,874792663
276,447,4,874792663
276,98,5,874792663
276,443,4,874792692
276,145,3,874792692
276,5,3,874792692
276,219,4,874792692
276,448,4,874792692
276,672,3,874792692
276,217,4,874792692
821,459,5,874792698
276,436,4,874792711
276,379,3,874792745
276,800,3,874792745
276,561,2,874792745
821,121,3,874792752
821,471,4,874792752
276,669,1,874792767
276,551,3,874792767
821,274,5,874792778
276,816,2,874792793
276,773,3,874792794
276,567,3,874792794
821,1,5,874792813
821,473,3,874792813
821,15,5,874792835
276,969,4,874792839
276,432,5,874792839
276,463,4,874792839
276,95,5,874792839
821,125,4,874792860
276,418,4,874792870
276,141,4,874792870
276,755,3,874792870
276,143,5,874792870
276,71,4,874792870
276,404,4,874792870
821,1197,5,874792889
821,151,4,874792889
276,99,4,874792907
276,627,3,874792907
276,417,4,874792907
276,419,5,874792907
276,588,4,874792907
276,420,4,874792945
276,142,3,874792945
276,624,2,874792969
276,951,3,874792969
276,843,4,874792989
821,597,3,874793022
821,405,4,874793022
821,1060,5,874793022
276,1031,2,874793035
276,1091,3,874793035
276,1035,3,874793035
276,501,4,874793035
821,111,4,874793049
276,415,3,874793062
276,820,3,874793062
276,426,3,874793092
276,768,3,874793118
821,742,4,874793130
821,106,2,874793196
276,794,2,874793198
821,281,3,874793218
821,118,3,874793218
821,318,5,874793368
821,22,5,874793418
821,28,5,874793469
821,389,5,874793469
821,483,5,874793517
821,357,5,874793517
821,180,5,874793517
821,79,5,874793517
821,509,5,874793574
821,234,5,874793574
821,495,5,874793574
821,64,5,874793649
821,705,5,874793649
821,427,5,874793649
821,174,5,874793773
821,435,4,874793773
821,560,3,874793773
821,213,5,874793806
821,98,5,874793847
821,56,5,874793847
821,97,5,874793848
821,504,4,874793848
821,707,5,874793848
532,1240,2,874793852
821,95,5,874793898
821,161,4,874793898
821,132,5,874793898
821,484,5,874793898
821,70,4,874793933
821,71,5,874793969
532,1407,2,874794386
532,407,2,874794386
276,747,4,874795448
276,421,4,874795500
276,739,2,874795538
276,807,2,874795574
276,1073,3,874795613
276,603,5,874795613
532,1496,2,874795634
276,44,3,874795637
276,159,3,874795637
276,156,5,874795704
276,31,4,874795704
276,653,5,874795729
276,1253,1,874795729
276,77,3,874795751
276,1157,2,874795772
276,1046,3,874795772
276,552,3,874795795
276,1090,1,874795795
276,771,2,874795795
276,572,3,874795823
276,1273,2,874795823
276,1042,1,874795823
276,554,2,874795823
276,462,4,874795868
276,634,4,874795888
276,171,4,874795928
276,198,5,874795949
532,412,2,874795951
276,207,4,874795988
276,206,5,874795988
276,1131,3,874796116
532,834,4,874796151
276,1056,4,874796201
276,254,2,874796373
276,29,3,874796373
276,231,3,874796373
532,1502,1,874796400
276,759,1,874796412
276,1314,3,874796412
276,631,3,874796412
532,450,2,874796421
291,288,5,874805453
291,324,1,874805453
291,245,2,874805577
291,325,4,874805610
291,237,4,874805668
291,475,5,874805699
291,129,5,874805699
291,147,4,874805768
291,181,5,874805804
291,9,5,874805804
291,844,5,874805804
291,50,5,874805860
291,235,2,874805860
291,1012,4,874805892
291,508,5,874805892
291,1067,4,874805892
291,249,4,874805893
291,250,4,874805927
291,93,4,874805927
291,742,3,874805927
291,244,2,874805927
291,619,3,874805927
291,106,4,874805958
291,455,5,874805958
291,546,3,874805958
291,405,4,874805984
291,121,2,874805984
291,985,3,874805984
291,123,4,874806006
259,181,4,874809057
259,317,5,874809057
259,98,4,874809091
259,12,5,874809192
259,97,4,874809292
851,984,3,874809850
157,286,5,874813268
157,515,5,874813477
157,1,5,874813703
157,293,5,874813703
157,150,5,874813703
157,1302,5,874813703
157,235,5,874813703
817,258,3,874815541
817,300,3,874815542
817,876,4,874815542
817,327,4,874815593
817,288,4,874815593
817,294,4,874815593
817,748,4,874815649
817,329,4,874815649
817,358,4,874815679
817,328,4,874815679
817,245,2,874815789
817,289,2,874815789
817,324,2,874815789
817,222,4,874815835
817,1,4,874815835
817,928,3,874815835
817,121,3,874815835
817,129,4,874815836
817,9,3,874815836
817,15,3,874815836
817,273,5,874815885
817,7,4,874815885
817,124,4,874815885
817,405,3,874815947
817,117,5,874815947
817,24,4,874815947
817,924,3,874815947
817,118,3,874815947
817,546,4,874815947
817,455,3,874815947
817,147,3,874815947
817,840,2,874816007
817,597,2,874816007
817,831,1,874816007
817,363,3,874816007
817,281,4,874816007
195,753,3,874824313
195,67,2,874825826
195,384,2,874825826
195,386,2,874825826
195,1407,2,874825826
195,1414,2,874825826
195,779,2,874825826
195,771,2,874825826
195,1415,1,874825827
756,258,3,874826502
756,300,4,874826502
756,173,3,874826565
756,1,4,874826629
756,1149,5,874827023
756,171,4,874827062
756,275,3,874827103
756,1009,4,874827247
756,30,4,874827283
756,256,4,874827486
893,258,3,874827508
893,288,3,874827526
893,323,2,874827595
756,367,4,874827614
893,298,4,874827623
893,1,5,874827725
756,8,4,874827755
756,235,3,874827755
893,294,3,874827789
893,69,5,874827818
756,135,2,874827884
756,731,3,874827920
893,259,3,874827960
756,289,4,874828027
756,92,3,874828027
893,237,4,874828097
893,1012,3,874828163
756,1652,1,874828198
756,527,3,874828242
756,1274,2,874828278
893,358,2,874828296
893,260,2,874828296
893,264,3,874828296
756,1119,4,874828349
893,286,4,874828384
756,71,3,874828391
756,9,2,874828453
893,781,3,874828569
893,147,3,874828569
756,22,3,874828592
756,50,4,874828592
756,228,3,874828640
756,96,4,874828640
893,410,4,874828649
893,24,4,874828649
756,89,4,874828769
893,117,4,874828772
893,476,3,874828772
893,845,3,874828772
893,1245,2,874828812
756,147,4,874828826
756,403,2,874828826
756,117,4,874828826
756,176,4,874828826
893,125,3,874828864
893,118,4,874828864
893,240,4,874828864
893,405,5,874828864
893,471,4,874828897
756,210,4,874828902
756,568,3,874828903
756,195,3,874828967
756,118,2,874828967
756,399,2,874828967
756,222,2,874828967
893,976,1,874828981
756,230,3,874829010
893,235,3,874829035
893,411,3,874829056
893,928,3,874829129
756,554,1,874829152
756,121,3,874829152
756,550,2,874829152
893,820,3,874829161
893,290,3,874829161
756,3,1,874829174
893,220,3,874829187
893,597,4,874829230
893,412,3,874829249
893,122,2,874829249
756,588,4,874829258
756,432,4,874829258
756,99,3,874829258
756,95,3,874829258
893,1215,3,874829287
893,148,3,874829287
756,501,3,874829296
756,473,3,874829296
756,418,3,874829333
756,1240,4,874829333
893,819,3,874829355
756,420,4,874829373
893,151,4,874829427
756,197,2,874829446
756,97,3,874829484
756,274,3,874829637
756,421,4,874829637
756,155,4,874829637
756,111,4,874829670
756,66,4,874829705
893,77,4,874829706
893,426,4,874829733
893,56,5,874829733
756,739,4,874829743
756,88,1,874829743
893,11,4,874829753
893,172,5,874829883
893,50,5,874829883
756,591,4,874829924
756,642,2,874829924
756,234,3,874829924
756,159,4,874829924
893,246,3,874829968
756,79,4,874829990
756,742,3,874830026
756,860,1,874830068
893,144,4,874830101
756,226,3,874830103
893,161,5,874830122
893,759,3,874830137
893,724,3,874830160
893,531,4,874830160
756,566,4,874830168
756,983,2,874830305
893,121,4,874830313
893,96,4,874830314
893,1218,3,874830338
756,930,3,874830344
756,123,2,874830344
893,815,3,874830372
893,849,3,874830372
893,771,3,874830424
756,53,3,874830432
756,419,3,874830513
756,151,4,874830550
756,755,3,874830598
756,423,3,874830675
756,82,3,874830748
756,622,3,874830790
756,1031,2,874830819
756,138,2,874830864
756,225,1,874830864
756,404,3,874830908
756,63,3,874830908
756,91,3,874830954
756,409,2,874830998
756,398,3,874831050
756,383,3,874831050
756,161,3,874831194
756,141,3,874831227
756,122,1,874831227
756,143,5,874831383
756,183,4,874831383
756,603,5,874831383
756,181,4,874831383
756,919,5,874831383
756,1074,4,874831383
756,1060,4,874831383
756,100,5,874831383
756,178,5,874831383
756,402,4,874831383
756,245,3,874832096
756,323,3,874832096
756,325,3,874832132
756,435,3,874832788
756,753,2,874832788
291,262,4,874833603
291,151,5,874833668
291,293,5,874833668
291,15,5,874833668
291,284,4,874833687
291,273,3,874833705
291,240,4,874833726
291,285,4,874833746
291,471,4,874833746
291,282,4,874833788
291,1016,4,874833827
291,763,4,874833841
291,597,3,874833857
291,756,3,874833878
291,118,2,874833878
291,1017,4,874833911
291,933,4,874833936
291,3,3,874833936
291,823,3,874833936
291,824,4,874833962
291,924,4,874833962
291,974,1,874833962
291,825,4,874833983
291,290,4,874834001
291,125,4,874834019
291,1277,4,874834019
291,760,2,874834037
291,413,4,874834054
291,291,5,874834054
291,977,2,874834071
291,236,4,874834128
291,975,2,874834146
291,1047,2,874834165
291,456,3,874834165
291,1215,1,874834184
291,411,4,874834220
291,833,3,874834236
291,685,5,874834254
291,460,5,874834254
291,122,3,874834289
291,829,2,874834308
291,1376,3,874834323
291,1244,4,874834345
291,1059,4,874834345
291,834,3,874834358
291,717,3,874834388
291,369,3,874834388
291,928,2,874834389
291,21,2,874834389
291,1,5,874834481
291,24,5,874834481
291,294,5,874834481
291,741,5,874834481
291,246,5,874834481
291,100,5,874834481
291,117,5,874834481
291,7,5,874834481
291,410,5,874834481
291,124,5,874834481
291,56,5,874834701
291,12,5,874834701
291,1073,5,874834701
291,98,5,874834701
291,943,4,874834735
291,55,4,874834735
291,234,4,874834735
291,939,4,874834768
291,466,5,874834768
291,1109,4,874834768
291,156,5,874834768
291,31,4,874834768
291,470,3,874834768
291,566,4,874834799
291,770,4,874834799
291,77,4,874834799
291,79,5,874834799
291,5,5,874834799
291,636,4,874834799
291,218,4,874834799
291,773,3,874834827
291,53,5,874834827
291,379,3,874834827
291,581,5,874834827
291,1217,3,874834850
291,17,4,874834850
291,33,4,874834850
291,356,4,874834875
291,164,4,874834875
291,1046,4,874834875
291,1083,3,874834876
291,592,3,874834895
291,226,5,874834895
291,1471,3,874834914
291,761,3,874834914
291,38,3,874834914
291,1042,4,874834944
291,573,4,874834944
291,1253,3,874834944
291,1157,3,874834944
291,800,2,874834944
291,572,3,874834944
291,1077,4,874834963
291,54,4,874834963
291,552,3,874834963
291,11,4,874835024
291,231,3,874835024
291,27,3,874835024
291,172,5,874835062
291,22,5,874835062
291,174,5,874835062
291,96,4,874835062
291,4,4,874835062
291,128,4,874835062
291,144,5,874835091
291,92,4,874835091
291,89,3,874835116
291,82,4,874835116
291,385,4,874835141
291,540,3,874835141
291,568,4,874835141
291,403,4,874835165
291,195,4,874835165
291,686,5,874835165
291,1188,4,874835165
291,232,4,874835198
291,188,3,874835198
291,184,4,874835198
291,576,4,874835198
291,550,4,874835218
291,578,4,874835242
291,562,4,874835242
291,391,1,874835242
291,1303,3,874835279
291,1239,2,874835279
276,871,2,874836608
276,1244,3,874836608
276,928,3,874836629
276,975,3,874836629
276,931,2,874836682
276,104,1,874836682
276,1011,3,874836682
276,479,5,874836703
276,949,3,874836725
933,318,4,874853605
933,475,2,874853605
933,132,3,874853605
933,64,5,874853605
933,22,5,874853634
933,42,1,874853635
933,357,4,874853635
933,214,3,874853666
933,95,3,874853666
933,56,5,874853688
933,210,3,874853734
933,98,5,874853734
933,474,5,874853734
933,160,3,874853755
933,317,4,874853779
933,153,3,874853779
933,183,4,874853819
933,238,2,874853819
933,79,3,874853819
933,735,3,874853846
933,168,3,874853869
933,127,5,874853898
933,11,4,874853899
933,193,4,874853927
933,100,5,874853927
933,508,3,874853927
933,89,4,874853957
933,523,4,874853957
933,789,4,874853957
933,234,3,874853957
933,151,4,874853977
933,28,4,874853977
933,69,4,874854009
933,1070,2,874854031
933,215,3,874854031
933,515,3,874854062
933,166,3,874854062
933,651,3,874854081
933,181,2,874854100
933,39,3,874854100
933,194,4,874854135
933,12,4,874854135
933,179,5,874854135
933,156,4,874854135
933,52,3,874854161
933,97,2,874854161
933,7,4,874854190
933,367,4,874854190
933,159,3,874854190
933,219,1,874854217
933,583,3,874854217
933,228,4,874854217
933,433,1,874854251
933,435,4,874854251
933,211,4,874854251
933,125,4,874854251
933,284,2,874854294
933,187,4,874854294
933,1,3,874854294
933,176,3,874854315
933,654,4,874854338
933,230,3,874854338
933,410,3,874854383
933,50,4,874854383
933,21,1,874854383
933,4,3,874854383
933,9,3,874854402
933,483,4,874854424
933,652,3,874854424
933,175,4,874854444
933,135,4,874854444
933,164,2,874854461
933,467,3,874854479
933,25,2,874854589
